Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Wochentag;Unfallstunde;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.56087633333731, 7.575743872680817;"{""coordinates"": [7.575743872680817, 47.56087633333731], ""type"": ""Point""}";5509;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;5;6 Samstag;0;Nebenstrasse;false;false;false
47.560625244501786, 7.60299489036337;"{""coordinates"": [7.60299489036337, 47.560625244501786], ""type"": ""Point""}";5511;Parkierunfall;1 Unfall mit Sachschaden;2016;5;6 Samstag;12;Nebenstrasse;false;false;false
47.54367499591914, 7.607206484701655;"{""coordinates"": [7.607206484701655, 47.54367499591914], ""type"": ""Point""}";5512;Parkierunfall;1 Unfall mit Sachschaden;2016;5;6 Samstag;17;Nebenstrasse;false;false;false
47.550507103248336, 7.57527888608746;"{""coordinates"": [7.57527888608746, 47.550507103248336], ""type"": ""Point""}";5513;Parkierunfall;1 Unfall mit Sachschaden;2016;5;6 Samstag;18;Nebenstrasse;false;false;false
47.573582717673624, 7.59829017569837;"{""coordinates"": [7.59829017569837, 47.573582717673624], ""type"": ""Point""}";5514;Abbiegeunfall;1 Unfall mit Sachschaden;2016;5;6 Samstag;18;Nebenstrasse;false;false;false
47.552345042976285, 7.607167440453141;"{""coordinates"": [7.607167440453141, 47.552345042976285], ""type"": ""Point""}";5516;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;5;7 Sonntag;1;Nebenstrasse;false;true;false
47.5674884009542, 7.566325844424278;"{""coordinates"": [7.566325844424278, 47.5674884009542], ""type"": ""Point""}";5519;Parkierunfall;3 Unfall mit Schwerverletzten;2016;5;7 Sonntag;16;Hauptstrasse;false;true;false
47.54879925280158, 7.60244040578829;"{""coordinates"": [7.60244040578829, 47.54879925280158], ""type"": ""Point""}";5521;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;5;1 Montag;9;Nebenstrasse;false;true;false
47.55967264680633, 7.581998853280955;"{""coordinates"": [7.581998853280955, 47.55967264680633], ""type"": ""Point""}";5525;Abbiegeunfall;2 Unfall mit Leichtverletzten;2016;5;2 Dienstag;18;Nebenstrasse;false;true;false
47.52722058538188, 7.597793091883332;"{""coordinates"": [7.597793091883332, 47.52722058538188], ""type"": ""Point""}";5530;Fussgängerunfall;2 Unfall mit Leichtverletzten;2016;5;3 Mittwoch;15;Nebenstrasse;true;true;false
47.53383009983923, 7.604904471585958;"{""coordinates"": [7.604904471585958, 47.53383009983923], ""type"": ""Point""}";5531;Fussgängerunfall;2 Unfall mit Leichtverletzten;2016;5;3 Mittwoch;16;Hauptstrasse;true;false;false
47.5650783806474, 7.5955672505619285;"{""coordinates"": [7.595567250561928, 47.5650783806474], ""type"": ""Point""}";5532;Schleuder- oder Selbstunfall;3 Unfall mit Schwerverletzten;2016;5;3 Mittwoch;19;Nebenstrasse;false;false;true
47.56203937027584, 7.580875778744723;"{""coordinates"": [7.580875778744723, 47.56203937027584], ""type"": ""Point""}";5533;Auffahrunfall;1 Unfall mit Sachschaden;2016;5;3 Mittwoch;20;Hauptstrasse;false;false;false
47.583958366696166, 7.593881403470173;"{""coordinates"": [7.593881403470173, 47.583958366696166], ""type"": ""Point""}";5538;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;5;4 Donnerstag;13;Nebenstrasse;false;false;false
47.58878597622842, 7.651977279187472;"{""coordinates"": [7.651977279187472, 47.58878597622842], ""type"": ""Point""}";5542;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;5;4 Donnerstag;21;Hauptstrasse;false;false;false
47.56553352158076, 7.5981730842023545;"{""coordinates"": [7.598173084202354, 47.56553352158076], ""type"": ""Point""}";5547;Parkierunfall;1 Unfall mit Sachschaden;2016;5;6 Samstag;14;Hauptstrasse;false;false;false
47.5391481559464, 7.596487189680643;"{""coordinates"": [7.596487189680643, 47.5391481559464], ""type"": ""Point""}";5550;Parkierunfall;1 Unfall mit Sachschaden;2016;5;7 Sonntag;18;andere;false;false;false
47.57071650386829, 7.582334154999081;"{""coordinates"": [7.582334154999081, 47.57071650386829], ""type"": ""Point""}";5552;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2016;5;1 Montag;7;Autobahn;false;false;true
47.577108804812006, 7.5911500893722215;"{""coordinates"": [7.591150089372221, 47.577108804812006], ""type"": ""Point""}";5559;Parkierunfall;1 Unfall mit Sachschaden;2016;5;1 Montag;17;Nebenstrasse;false;false;false
47.55444459916123, 7.610575150381428;"{""coordinates"": [7.610575150381428, 47.55444459916123], ""type"": ""Point""}";5565;Parkierunfall;1 Unfall mit Sachschaden;2016;6;3 Mittwoch;14;Hauptstrasse;false;false;false
47.554229432157655, 7.616114476998145;"{""coordinates"": [7.616114476998145, 47.554229432157655], ""type"": ""Point""}";5566;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;6;3 Mittwoch;16;Autobahn;false;false;false
47.55443632781192, 7.616088594195765;"{""coordinates"": [7.616088594195765, 47.55443632781192], ""type"": ""Point""}";5570;Auffahrunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;12;Autobahn;false;false;false
47.57775651068167, 7.597757718184268;"{""coordinates"": [7.597757718184268, 47.57775651068167], ""type"": ""Point""}";5571;Parkierunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;14;Hauptstrasse;false;false;false
47.57200819135726, 7.598750611278603;"{""coordinates"": [7.598750611278603, 47.57200819135726], ""type"": ""Point""}";5572;Auffahrunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;19;Autobahn;false;false;false
47.55292295309274, 7.585527859753564;"{""coordinates"": [7.585527859753564, 47.55292295309274], ""type"": ""Point""}";5579;Parkierunfall;1 Unfall mit Sachschaden;2016;6;1 Montag;18;andere;false;false;false
47.55149748314975, 7.5743647720974066;"{""coordinates"": [7.574364772097407, 47.55149748314975], ""type"": ""Point""}";5580;Fussgängerunfall;2 Unfall mit Leichtverletzten;2016;6;1 Montag;18;Nebenstrasse;false;false;false
47.546714532737084, 7.564815057904598;"{""coordinates"": [7.564815057904598, 47.546714532737084], ""type"": ""Point""}";5584;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;6;3 Mittwoch;15;Nebenstrasse;false;false;false
47.559279711466445, 7.612942471789398;"{""coordinates"": [7.612942471789398, 47.559279711466445], ""type"": ""Point""}";5585;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2016;6;3 Mittwoch;17;Autobahn;false;false;false
47.53217144282183, 7.587781524166335;"{""coordinates"": [7.587781524166335, 47.53217144282183], ""type"": ""Point""}";5589;Parkierunfall;1 Unfall mit Sachschaden;2016;6;4 Donnerstag;16;Nebenstrasse;false;false;false
47.5625274960194, 7.606096733979618;"{""coordinates"": [7.606096733979618, 47.5625274960194], ""type"": ""Point""}";5590;Parkierunfall;1 Unfall mit Sachschaden;2016;6;4 Donnerstag;18;Nebenstrasse;false;false;false
47.5469219658569, 7.594119122264891;"{""coordinates"": [7.594119122264891, 47.5469219658569], ""type"": ""Point""}";5592;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;6;5 Freitag;7;Hauptstrasse;false;false;false
47.57948063894995, 7.5930442922505765;"{""coordinates"": [7.593044292250577, 47.57948063894995], ""type"": ""Point""}";5593;Parkierunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;14;Nebenstrasse;false;false;false
47.556844764142376, 7.592088674355371;"{""coordinates"": [7.592088674355371, 47.556844764142376], ""type"": ""Point""}";5596;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;20;Nebenstrasse;false;false;false
47.53387471981778, 7.585063813224882;"{""coordinates"": [7.585063813224882, 47.53387471981778], ""type"": ""Point""}";5598;Parkierunfall;1 Unfall mit Sachschaden;2016;6;1 Montag;15;Nebenstrasse;false;false;false
47.5497352585275, 7.565898211078035;"{""coordinates"": [7.565898211078035, 47.5497352585275], ""type"": ""Point""}";5609;Einbiegeunfall;2 Unfall mit Leichtverletzten;2016;6;3 Mittwoch;20;Hauptstrasse;false;true;false
47.554535359750936, 7.616022496047532;"{""coordinates"": [7.616022496047532, 47.554535359750936], ""type"": ""Point""}";5612;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;6;4 Donnerstag;16;Autobahn;false;false;false
47.54484872764424, 7.590845453182859;"{""coordinates"": [7.590845453182859, 47.54484872764424], ""type"": ""Point""}";5616;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;12;Nebenstrasse;false;false;false
47.55137744789691, 7.598130788506611;"{""coordinates"": [7.598130788506611, 47.55137744789691], ""type"": ""Point""}";5619;Parkierunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;13;Hauptstrasse;false;false;false
47.5712697251209, 7.650099760767809;"{""coordinates"": [7.650099760767809, 47.5712697251209], ""type"": ""Point""}";5622;Parkierunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;17;Nebenstrasse;false;false;false
47.538145154592314, 7.599910823825912;"{""coordinates"": [7.599910823825912, 47.538145154592314], ""type"": ""Point""}";5623;Einbiegeunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;17;Hauptstrasse;false;false;false
47.56208808640843, 7.592103742390803;"{""coordinates"": [7.592103742390803, 47.56208808640843], ""type"": ""Point""}";5624;Parkierunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;19;andere;false;false;false
47.556135189740615, 7.569168483402491;"{""coordinates"": [7.569168483402491, 47.556135189740615], ""type"": ""Point""}";5630;Parkierunfall;1 Unfall mit Sachschaden;2016;6;6 Samstag;18;Nebenstrasse;false;false;false
47.58569487517783, 7.593328136417325;"{""coordinates"": [7.593328136417325, 47.58569487517783], ""type"": ""Point""}";5631;Abbiegeunfall;1 Unfall mit Sachschaden;2016;6;6 Samstag;18;Hauptstrasse;false;false;false
47.56193352414357, 7.579161430496694;"{""coordinates"": [7.579161430496694, 47.56193352414357], ""type"": ""Point""}";5632;Parkierunfall;1 Unfall mit Sachschaden;2016;6;7 Sonntag;17;Nebenstrasse;false;false;false
47.5558584503496, 7.582692766921839;"{""coordinates"": [7.582692766921839, 47.5558584503496], ""type"": ""Point""}";5635;Parkierunfall;1 Unfall mit Sachschaden;2016;6;1 Montag;11;Hauptstrasse;false;false;false
47.53674706304648, 7.6090705204541;"{""coordinates"": [7.6090705204541, 47.53674706304648], ""type"": ""Point""}";5641;Einbiegeunfall;3 Unfall mit Schwerverletzten;2016;6;3 Mittwoch;13;Nebenstrasse;false;true;false
47.56687877212079, 7.594336705036091;"{""coordinates"": [7.594336705036091, 47.56687877212079], ""type"": ""Point""}";5643;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;6;3 Mittwoch;19;Nebenstrasse;false;false;false
47.54674142773279, 7.564894822529157;"{""coordinates"": [7.564894822529157, 47.54674142773279], ""type"": ""Point""}";5644;Einbiegeunfall;2 Unfall mit Leichtverletzten;2016;6;4 Donnerstag;7;Nebenstrasse;false;true;false
47.56364166629972, 7.579710721632527;"{""coordinates"": [7.579710721632527, 47.56364166629972], ""type"": ""Point""}";5647;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;6;5 Freitag;11;Nebenstrasse;false;false;false
47.55179343832189, 7.596458145813199;"{""coordinates"": [7.596458145813199, 47.55179343832189], ""type"": ""Point""}";5651;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2016;6;6 Samstag;1;Nebenstrasse;false;true;false
47.54012678437606, 7.616386349310668;"{""coordinates"": [7.616386349310668, 47.54012678437606], ""type"": ""Point""}";5653;Abbiegeunfall;1 Unfall mit Sachschaden;2016;6;7 Sonntag;9;Hauptstrasse;false;false;false
47.54972003907018, 7.5791558833482;"{""coordinates"": [7.5791558833482, 47.54972003907018], ""type"": ""Point""}";5654;Parkierunfall;1 Unfall mit Sachschaden;2016;6;7 Sonntag;14;Nebenstrasse;false;false;false
47.56398059695261, 7.595975947197614;"{""coordinates"": [7.595975947197614, 47.56398059695261], ""type"": ""Point""}";5655;Einbiegeunfall;1 Unfall mit Sachschaden;2016;6;7 Sonntag;21;Nebenstrasse;false;false;false
47.569480636237486, 7.617520719971021;"{""coordinates"": [7.617520719971021, 47.569480636237486], ""type"": ""Point""}";5658;Parkierunfall;1 Unfall mit Sachschaden;2016;6;1 Montag;17;Nebenstrasse;false;false;false
47.56710348540331, 7.601021544841302;"{""coordinates"": [7.601021544841302, 47.56710348540331], ""type"": ""Point""}";5659;Einbiegeunfall;3 Unfall mit Schwerverletzten;2016;6;1 Montag;17;Nebenstrasse;false;true;false
47.56121575147817, 7.592061373820632;"{""coordinates"": [7.592061373820632, 47.56121575147817], ""type"": ""Point""}";5660;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;6;1 Montag;18;Nebenstrasse;false;true;true
47.53668387330659, 7.609229691063616;"{""coordinates"": [7.609229691063616, 47.53668387330659], ""type"": ""Point""}";5664;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;6;2 Dienstag;11;Nebenstrasse;false;false;false
47.553291637125014, 7.592543446440269;"{""coordinates"": [7.592543446440269, 47.553291637125014], ""type"": ""Point""}";5676;Fussgängerunfall;2 Unfall mit Leichtverletzten;2016;7;5 Freitag;10;Nebenstrasse;true;false;false
47.55002542245282, 7.571837007101905;"{""coordinates"": [7.571837007101905, 47.55002542245282], ""type"": ""Point""}";5678;Parkierunfall;1 Unfall mit Sachschaden;2016;7;5 Freitag;15;Hauptstrasse;false;false;false
47.58959325812709, 7.59017540022164;"{""coordinates"": [7.59017540022164, 47.58959325812709], ""type"": ""Point""}";5681;Parkierunfall;1 Unfall mit Sachschaden;2016;7;6 Samstag;14;andere;false;false;false
47.552721565454206, 7.565546622101178;"{""coordinates"": [7.565546622101178, 47.552721565454206], ""type"": ""Point""}";5682;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2016;7;6 Samstag;14;Nebenstrasse;false;true;false
47.57052424656966, 7.617298298274396;"{""coordinates"": [7.617298298274396, 47.57052424656966], ""type"": ""Point""}";5683;Auffahrunfall;1 Unfall mit Sachschaden;2016;7;6 Samstag;17;Hauptstrasse;false;false;false
47.55092135348096, 7.596229730448328;"{""coordinates"": [7.596229730448328, 47.55092135348096], ""type"": ""Point""}";5686;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;7;1 Montag;11;Nebenstrasse;false;false;false
47.54100185670348, 7.595762152543468;"{""coordinates"": [7.595762152543468, 47.54100185670348], ""type"": ""Point""}";5691;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;7;3 Mittwoch;14;Hauptstrasse;false;false;true
47.567149228341286, 7.606815535713304;"{""coordinates"": [7.606815535713304, 47.567149228341286], ""type"": ""Point""}";5694;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2016;7;4 Donnerstag;10;Autobahn;false;false;false
47.55977344605148, 7.580471142207297;"{""coordinates"": [7.580471142207297, 47.55977344605148], ""type"": ""Point""}";5695;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;7;4 Donnerstag;16;Hauptstrasse;false;false;false
47.581895265910816, 7.589741484657859;"{""coordinates"": [7.589741484657859, 47.581895265910816], ""type"": ""Point""}";5697;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;7;4 Donnerstag;23;andere;false;false;false
47.555975643923816, 7.615176989264518;"{""coordinates"": [7.615176989264518, 47.555975643923816], ""type"": ""Point""}";5699;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;7;5 Freitag;5;Autobahn;false;false;false
47.548148907485384, 7.622390823777135;"{""coordinates"": [7.622390823777135, 47.548148907485384], ""type"": ""Point""}";5700;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2016;7;5 Freitag;6;Nebenstrasse;false;true;false
47.551396639016225, 7.575998533813998;"{""coordinates"": [7.575998533813998, 47.551396639016225], ""type"": ""Point""}";5702;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;7;6 Samstag;19;Nebenstrasse;false;false;false
47.561615230901, 7.574536628227967;"{""coordinates"": [7.574536628227967, 47.561615230901], ""type"": ""Point""}";5706;Parkierunfall;1 Unfall mit Sachschaden;2016;7;7 Sonntag;13;Hauptstrasse;false;false;false
47.5608129209272, 7.568276385752822;"{""coordinates"": [7.568276385752822, 47.5608129209272], ""type"": ""Point""}";5713;Parkierunfall;1 Unfall mit Sachschaden;2016;7;2 Dienstag;16;Hauptstrasse;false;false;false
47.56666952721334, 7.620793561853517;"{""coordinates"": [7.620793561853517, 47.56666952721334], ""type"": ""Point""}";5715;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;7;2 Dienstag;22;Nebenstrasse;false;false;false
47.55954046872067, 7.612983183821667;"{""coordinates"": [7.612983183821667, 47.55954046872067], ""type"": ""Point""}";5716;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;7;3 Mittwoch;10;Autobahn;false;false;false
47.54526603964089, 7.601486461246534;"{""coordinates"": [7.601486461246534, 47.54526603964089], ""type"": ""Point""}";5717;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;7;4 Donnerstag;1;Hauptstrasse;false;false;false
47.554795512998815, 7.568819788387273;"{""coordinates"": [7.568819788387273, 47.554795512998815], ""type"": ""Point""}";5718;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;7;4 Donnerstag;15;Nebenstrasse;false;false;false
47.56354268757992, 7.579750323490664;"{""coordinates"": [7.579750323490664, 47.56354268757992], ""type"": ""Point""}";5720;Abbiegeunfall;2 Unfall mit Leichtverletzten;2016;7;5 Freitag;9;Nebenstrasse;false;true;false
47.562530015638735, 7.633389266598162;"{""coordinates"": [7.633389266598162, 47.562530015638735], ""type"": ""Point""}";5722;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;7;5 Freitag;11;Hauptstrasse;false;false;false
47.57050173390143, 7.588619503222458;"{""coordinates"": [7.588619503222458, 47.57050173390143], ""type"": ""Point""}";5723;Fussgängerunfall;3 Unfall mit Schwerverletzten;2016;7;5 Freitag;19;Nebenstrasse;true;true;false
47.54987760814043, 7.61535608142126;"{""coordinates"": [7.61535608142126, 47.54987760814043], ""type"": ""Point""}";5724;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;7;6 Samstag;9;Autobahn;false;false;false
47.56792362144684, 7.606166822889854;"{""coordinates"": [7.606166822889854, 47.56792362144684], ""type"": ""Point""}";5725;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;7;7 Sonntag;11;Autobahn;false;false;false
47.54883035757649, 7.585875277053478;"{""coordinates"": [7.585875277053478, 47.54883035757649], ""type"": ""Point""}";5729;Einbiegeunfall;1 Unfall mit Sachschaden;2016;7;1 Montag;8;Nebenstrasse;false;false;false
47.54891509873028, 7.615472450984634;"{""coordinates"": [7.615472450984634, 47.54891509873028], ""type"": ""Point""}";5733;Auffahrunfall;1 Unfall mit Sachschaden;2016;7;1 Montag;16;Autobahn;false;false;false
47.55707329829791, 7.589259386801666;"{""coordinates"": [7.589259386801666, 47.55707329829791], ""type"": ""Point""}";5736;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;7;3 Mittwoch;8;Nebenstrasse;false;true;false
47.55585784191007, 7.583184340490649;"{""coordinates"": [7.583184340490649, 47.55585784191007], ""type"": ""Point""}";5737;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;7;3 Mittwoch;9;Nebenstrasse;false;false;false
47.54904619024188, 7.585889155995706;"{""coordinates"": [7.585889155995706, 47.54904619024188], ""type"": ""Point""}";5738;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;7;3 Mittwoch;11;Hauptstrasse;false;false;false
47.555483025382124, 7.565194461433706;"{""coordinates"": [7.565194461433706, 47.555483025382124], ""type"": ""Point""}";5742;Auffahrunfall;3 Unfall mit Schwerverletzten;2016;7;5 Freitag;15;Hauptstrasse;false;true;false
47.583339832784134, 7.592350943456971;"{""coordinates"": [7.592350943456971, 47.583339832784134], ""type"": ""Point""}";5743;Parkierunfall;1 Unfall mit Sachschaden;2016;7;5 Freitag;18;Nebenstrasse;false;false;false
47.55783177770389, 7.600435316350808;"{""coordinates"": [7.600435316350808, 47.55783177770389], ""type"": ""Point""}";5744;Parkierunfall;1 Unfall mit Sachschaden;2016;7;5 Freitag;19;Nebenstrasse;false;false;false
47.55399888981646, 7.565350373267881;"{""coordinates"": [7.565350373267881, 47.55399888981646], ""type"": ""Point""}";5745;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;7;6 Samstag;6;Hauptstrasse;false;false;false
47.56666465645213, 7.593033805061696;"{""coordinates"": [7.593033805061696, 47.56666465645213], ""type"": ""Point""}";5747;Parkierunfall;2 Unfall mit Leichtverletzten;2016;7;6 Samstag;15;Nebenstrasse;false;false;false
47.531522850771516, 7.588589777446066;"{""coordinates"": [7.588589777446066, 47.531522850771516], ""type"": ""Point""}";5750;Parkierunfall;1 Unfall mit Sachschaden;2016;7;1 Montag;10;Nebenstrasse;false;false;false
47.5432314267862, 7.589632123073205;"{""coordinates"": [7.589632123073205, 47.5432314267862], ""type"": ""Point""}";5752;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2016;7;2 Dienstag;22;Hauptstrasse;false;false;false
47.58671054812491, 7.65082572154198;"{""coordinates"": [7.65082572154198, 47.58671054812491], ""type"": ""Point""}";5759;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;7;4 Donnerstag;12;Hauptstrasse;false;false;false
47.57366298583018, 7.598782156177897;"{""coordinates"": [7.598782156177897, 47.57366298583018], ""type"": ""Point""}";5762;Einbiegeunfall;2 Unfall mit Leichtverletzten;2016;7;4 Donnerstag;18;Nebenstrasse;false;false;true
47.542349539908805, 7.5900148212133285;"{""coordinates"": [7.590014821213328, 47.542349539908805], ""type"": ""Point""}";5770;Parkierunfall;1 Unfall mit Sachschaden;2016;8;1 Montag;13;Nebenstrasse;false;false;false
47.569755001666024, 7.574132073242534;"{""coordinates"": [7.574132073242534, 47.569755001666024], ""type"": ""Point""}";5771;Fussgängerunfall;2 Unfall mit Leichtverletzten;2016;8;1 Montag;14;Nebenstrasse;true;false;false
47.56164350694603, 7.573420570097923;"{""coordinates"": [7.573420570097923, 47.56164350694603], ""type"": ""Point""}";5774;Parkierunfall;1 Unfall mit Sachschaden;2016;8;2 Dienstag;10;Nebenstrasse;false;false;false
47.53663517215483, 7.585576055211865;"{""coordinates"": [7.585576055211865, 47.53663517215483], ""type"": ""Point""}";5775;Parkierunfall;1 Unfall mit Sachschaden;2016;8;2 Dienstag;11;Nebenstrasse;false;false;false
47.56387171425654, 7.559008907090776;"{""coordinates"": [7.559008907090776, 47.56387171425654], ""type"": ""Point""}";5782;Parkierunfall;1 Unfall mit Sachschaden;2016;8;6 Samstag;9;Nebenstrasse;false;false;false
47.55026225204775, 7.5769919495273585;"{""coordinates"": [7.576991949527359, 47.55026225204775], ""type"": ""Point""}";5783;Parkierunfall;1 Unfall mit Sachschaden;2016;8;6 Samstag;15;Nebenstrasse;false;false;false
47.56289251492579, 7.566421168639776;"{""coordinates"": [7.566421168639776, 47.56289251492579], ""type"": ""Point""}";5784;Parkierunfall;1 Unfall mit Sachschaden;2016;8;6 Samstag;18;Hauptstrasse;false;false;false
47.56847994132342, 7.600720086065294;"{""coordinates"": [7.600720086065294, 47.56847994132342], ""type"": ""Point""}";5786;Parkierunfall;1 Unfall mit Sachschaden;2016;8;7 Sonntag;18;Nebenstrasse;false;false;false
47.55318545276166, 7.616575985336742;"{""coordinates"": [7.616575985336742, 47.55318545276166], ""type"": ""Point""}";5787;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;8;1 Montag;7;Autobahn;false;false;false
47.561318646831836, 7.595835230622085;"{""coordinates"": [7.595835230622085, 47.561318646831836], ""type"": ""Point""}";5789;Parkierunfall;1 Unfall mit Sachschaden;2016;8;1 Montag;15;Nebenstrasse;false;false;false
47.58959325812709, 7.59017540022164;"{""coordinates"": [7.59017540022164, 47.58959325812709], ""type"": ""Point""}";5792;Parkierunfall;1 Unfall mit Sachschaden;2016;8;2 Dienstag;13;andere;false;false;false
47.575984739314656, 7.591040551221116;"{""coordinates"": [7.591040551221116, 47.575984739314656], ""type"": ""Point""}";5794;Abbiegeunfall;1 Unfall mit Sachschaden;2016;8;3 Mittwoch;17;Nebenstrasse;false;false;false
47.575810979134886, 7.635019391266544;"{""coordinates"": [7.635019391266544, 47.575810979134886], ""type"": ""Point""}";5799;Parkierunfall;1 Unfall mit Sachschaden;2016;8;5 Freitag;15;Hauptstrasse;false;false;false
47.558872972845904, 7.57382546696762;"{""coordinates"": [7.57382546696762, 47.558872972845904], ""type"": ""Point""}";5802;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;8;6 Samstag;2;Nebenstrasse;false;true;false
47.55651703089908, 7.5810337950770945;"{""coordinates"": [7.581033795077095, 47.55651703089908], ""type"": ""Point""}";5803;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2016;8;6 Samstag;4;Hauptstrasse;false;false;false
47.549740974050394, 7.560544659961609;"{""coordinates"": [7.560544659961609, 47.549740974050394], ""type"": ""Point""}";5808;Parkierunfall;1 Unfall mit Sachschaden;2016;8;6 Samstag;18;Nebenstrasse;false;false;false
47.55611176165248, 7.58148443488717;"{""coordinates"": [7.58148443488717, 47.55611176165248], ""type"": ""Point""}";5809;Schleuder- oder Selbstunfall;3 Unfall mit Schwerverletzten;2016;8;6 Samstag;19;Nebenstrasse;false;true;false
47.558975334279225, 7.605846429994492;"{""coordinates"": [7.605846429994492, 47.558975334279225], ""type"": ""Point""}";5814;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;8;7 Sonntag;17;Nebenstrasse;false;false;true
47.5256823273699, 7.591308713164471;"{""coordinates"": [7.591308713164471, 47.5256823273699], ""type"": ""Point""}";5820;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;8;2 Dienstag;20;Nebenstrasse;false;false;false
47.546164227553604, 7.588989526700686;"{""coordinates"": [7.588989526700686, 47.546164227553604], ""type"": ""Point""}";5822;Parkierunfall;1 Unfall mit Sachschaden;2016;8;3 Mittwoch;7;andere;false;false;false
47.545982274308415, 7.583529559496053;"{""coordinates"": [7.583529559496053, 47.545982274308415], ""type"": ""Point""}";5823;Parkierunfall;1 Unfall mit Sachschaden;2016;8;3 Mittwoch;16;Hauptstrasse;false;false;false
47.540607431992505, 7.619642042926453;"{""coordinates"": [7.619642042926453, 47.540607431992505], ""type"": ""Point""}";5824;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;8;4 Donnerstag;17;Hauptstrasse;false;false;false
47.57492846225793, 7.6006865089044755;"{""coordinates"": [7.600686508904476, 47.57492846225793], ""type"": ""Point""}";5825;Abbiegeunfall;1 Unfall mit Sachschaden;2016;8;5 Freitag;9;Hauptstrasse;false;false;false
47.5500399330073, 7.596253698005781;"{""coordinates"": [7.596253698005781, 47.5500399330073], ""type"": ""Point""}";5833;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;8;2 Dienstag;12;Nebenstrasse;false;true;false
47.56558244324519, 7.608112847428467;"{""coordinates"": [7.608112847428467, 47.56558244324519], ""type"": ""Point""}";5839;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;8;3 Mittwoch;10;Autobahn;false;false;false
