Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Wochentag;Unfallstunde;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.56667058998641, 7.573765462347058;"{""coordinates"": [7.573765462347058, 47.56667058998641], ""type"": ""Point""}";2005;Parkierunfall;1 Unfall mit Sachschaden;2013;2;4 Donnerstag;;Nebenstrasse;false;false;false
47.558756925555365, 7.601301745970415;"{""coordinates"": [7.601301745970415, 47.558756925555365], ""type"": ""Point""}";2006;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;16;Nebenstrasse;false;false;false
47.57603291263352, 7.58856858670523;"{""coordinates"": [7.58856858670523, 47.57603291263352], ""type"": ""Point""}";2009;Parkierunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;;Nebenstrasse;false;false;false
47.544359536966184, 7.606504650018909;"{""coordinates"": [7.606504650018909, 47.544359536966184], ""type"": ""Point""}";2012;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;3;1 Montag;12;Nebenstrasse;false;false;false
47.546715434724945, 7.563978198094813;"{""coordinates"": [7.563978198094813, 47.546715434724945], ""type"": ""Point""}";2017;Parkierunfall;1 Unfall mit Sachschaden;2013;3;2 Dienstag;11;Nebenstrasse;false;false;false
47.58518176288235, 7.593685564659071;"{""coordinates"": [7.593685564659071, 47.58518176288235], ""type"": ""Point""}";2020;Auffahrunfall;1 Unfall mit Sachschaden;2013;3;2 Dienstag;17;Nebenstrasse;false;false;false
47.56868273641, 7.575856927612822;"{""coordinates"": [7.575856927612822, 47.56868273641], ""type"": ""Point""}";2021;Parkierunfall;1 Unfall mit Sachschaden;2013;3;2 Dienstag;;Nebenstrasse;false;false;false
47.570802783370134, 7.577935543434635;"{""coordinates"": [7.577935543434635, 47.570802783370134], ""type"": ""Point""}";2024;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;3;3 Mittwoch;10;Nebenstrasse;false;false;false
47.58959325812709, 7.59017540022164;"{""coordinates"": [7.59017540022164, 47.58959325812709], ""type"": ""Point""}";2028;Parkierunfall;1 Unfall mit Sachschaden;2013;3;4 Donnerstag;;andere;false;false;false
47.542377828462826, 7.5958193302581485;"{""coordinates"": [7.595819330258148, 47.542377828462826], ""type"": ""Point""}";2031;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;16;Nebenstrasse;false;false;false
47.56093395436338, 7.57259498144082;"{""coordinates"": [7.57259498144082, 47.56093395436338], ""type"": ""Point""}";2032;Parkierunfall;1 Unfall mit Sachschaden;2013;3;6 Samstag;;Nebenstrasse;false;false;false
47.54401906365399, 7.599211289308281;"{""coordinates"": [7.599211289308281, 47.54401906365399], ""type"": ""Point""}";2036;Auffahrunfall;1 Unfall mit Sachschaden;2013;3;2 Dienstag;7;Nebenstrasse;false;false;false
47.55084940321169, 7.620885682721985;"{""coordinates"": [7.620885682721985, 47.55084940321169], ""type"": ""Point""}";2038;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;2 Dienstag;14;Nebenstrasse;false;false;false
47.54414377934683, 7.579260768544815;"{""coordinates"": [7.579260768544815, 47.54414377934683], ""type"": ""Point""}";2039;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;3;2 Dienstag;16;Hauptstrasse;false;false;false
47.5409911210585, 7.590289896156304;"{""coordinates"": [7.590289896156304, 47.5409911210585], ""type"": ""Point""}";2040;Parkierunfall;1 Unfall mit Sachschaden;2013;3;2 Dienstag;20;Nebenstrasse;false;false;false
47.55775100979353, 7.586776761481228;"{""coordinates"": [7.586776761481228, 47.55775100979353], ""type"": ""Point""}";2041;Parkierunfall;1 Unfall mit Sachschaden;2013;3;3 Mittwoch;10;Nebenstrasse;false;false;false
47.54401456827654, 7.620609965601966;"{""coordinates"": [7.620609965601966, 47.54401456827654], ""type"": ""Point""}";2046;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2013;3;6 Samstag;0;Nebenstrasse;false;false;false
47.569959112380815, 7.597668026981434;"{""coordinates"": [7.597668026981434, 47.569959112380815], ""type"": ""Point""}";2048;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;3;7 Sonntag;13;Nebenstrasse;true;false;false
47.5878092725552, 7.654898014492062;"{""coordinates"": [7.654898014492062, 47.5878092725552], ""type"": ""Point""}";2049;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;3;7 Sonntag;16;Nebenstrasse;false;false;false
47.543767823531816, 7.59210423869635;"{""coordinates"": [7.59210423869635, 47.543767823531816], ""type"": ""Point""}";2058;Parkierunfall;1 Unfall mit Sachschaden;2013;3;5 Freitag;;Nebenstrasse;false;false;false
47.55386008599023, 7.576708986868287;"{""coordinates"": [7.576708986868287, 47.55386008599023], ""type"": ""Point""}";2060;Fussgängerunfall;3 Unfall mit Schwerverletzten;2013;3;6 Samstag;19;Nebenstrasse;true;true;false
47.57406429523871, 7.601242080904852;"{""coordinates"": [7.601242080904852, 47.57406429523871], ""type"": ""Point""}";2062;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;3;1 Montag;14;Nebenstrasse;false;false;false
47.54848366229929, 7.615298329632301;"{""coordinates"": [7.615298329632301, 47.54848366229929], ""type"": ""Point""}";2064;Auffahrunfall;1 Unfall mit Sachschaden;2013;3;4 Donnerstag;11;Autobahn;false;false;false
47.554195535850646, 7.589078561236601;"{""coordinates"": [7.589078561236601, 47.554195535850646], ""type"": ""Point""}";2071;Frontalkollision;2 Unfall mit Leichtverletzten;2013;3;7 Sonntag;1;Nebenstrasse;false;false;false
47.56583538469441, 7.564647569283787;"{""coordinates"": [7.564647569283787, 47.56583538469441], ""type"": ""Point""}";2072;Auffahrunfall;1 Unfall mit Sachschaden;2013;3;7 Sonntag;13;Hauptstrasse;false;false;false
47.539308405418396, 7.590962485110736;"{""coordinates"": [7.590962485110736, 47.539308405418396], ""type"": ""Point""}";2077;Parkierunfall;1 Unfall mit Sachschaden;2013;4;3 Mittwoch;;Nebenstrasse;false;false;false
47.57210125705359, 7.602963785581731;"{""coordinates"": [7.602963785581731, 47.57210125705359], ""type"": ""Point""}";2080;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;4;4 Donnerstag;12;Autobahn;false;false;false
47.559799259570475, 7.581427860523605;"{""coordinates"": [7.581427860523605, 47.559799259570475], ""type"": ""Point""}";2085;Auffahrunfall;1 Unfall mit Sachschaden;2013;4;6 Samstag;14;Nebenstrasse;false;false;false
47.559646556955755, 7.5884428646398225;"{""coordinates"": [7.588442864639823, 47.559646556955755], ""type"": ""Point""}";2086;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;4;6 Samstag;16;Nebenstrasse;true;false;false
47.566969488510445, 7.5638130608252565;"{""coordinates"": [7.563813060825257, 47.566969488510445], ""type"": ""Point""}";2092;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;4;4 Donnerstag;22;Nebenstrasse;false;false;false
47.548852203212, 7.61543239035311;"{""coordinates"": [7.61543239035311, 47.548852203212], ""type"": ""Point""}";2095;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;5 Freitag;14;Autobahn;false;false;false
47.55342649841907, 7.570570101953975;"{""coordinates"": [7.570570101953975, 47.55342649841907], ""type"": ""Point""}";2101;Parkierunfall;1 Unfall mit Sachschaden;2013;4;2 Dienstag;16;Nebenstrasse;false;false;false
47.570685448541866, 7.585603295769492;"{""coordinates"": [7.585603295769492, 47.570685448541866], ""type"": ""Point""}";2102;Auffahrunfall;1 Unfall mit Sachschaden;2013;4;2 Dienstag;18;Nebenstrasse;false;false;false
47.57278756832961, 7.6009723896251815;"{""coordinates"": [7.600972389625182, 47.57278756832961], ""type"": ""Point""}";2104;Parkierunfall;1 Unfall mit Sachschaden;2013;4;2 Dienstag;;Nebenstrasse;false;false;false
47.568498628517574, 7.618620413358414;"{""coordinates"": [7.618620413358414, 47.568498628517574], ""type"": ""Point""}";2105;Parkierunfall;1 Unfall mit Sachschaden;2013;4;3 Mittwoch;14;Nebenstrasse;false;false;false
47.55183858677539, 7.596325431103089;"{""coordinates"": [7.596325431103089, 47.55183858677539], ""type"": ""Point""}";2108;Abbiegeunfall;2 Unfall mit Leichtverletzten;2013;4;4 Donnerstag;20;Nebenstrasse;false;false;true
47.554533750385765, 7.611106857375028;"{""coordinates"": [7.611106857375028, 47.554533750385765], ""type"": ""Point""}";2110;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;4 Donnerstag;20;Nebenstrasse;false;false;false
47.586045652122785, 7.650477445096077;"{""coordinates"": [7.650477445096077, 47.586045652122785], ""type"": ""Point""}";2113;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;6 Samstag;17;Hauptstrasse;true;false;false
47.573323289871645, 7.638213168222993;"{""coordinates"": [7.638213168222993, 47.573323289871645], ""type"": ""Point""}";2118;Parkierunfall;1 Unfall mit Sachschaden;2013;4;1 Montag;;Nebenstrasse;false;false;false
47.57229452016355, 7.624002360404037;"{""coordinates"": [7.624002360404037, 47.57229452016355], ""type"": ""Point""}";2120;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;2 Dienstag;11;Hauptstrasse;false;false;false
47.57060082194047, 7.573775401412115;"{""coordinates"": [7.573775401412115, 47.57060082194047], ""type"": ""Point""}";2123;Parkierunfall;1 Unfall mit Sachschaden;2013;4;2 Dienstag;;andere;false;false;false
47.54446862238755, 7.599305621913655;"{""coordinates"": [7.599305621913655, 47.54446862238755], ""type"": ""Point""}";2128;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2013;4;3 Mittwoch;14;Nebenstrasse;false;true;false
47.56361091507115, 7.582793400086261;"{""coordinates"": [7.582793400086261, 47.56361091507115], ""type"": ""Point""}";2130;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2013;4;5 Freitag;9;Nebenstrasse;false;true;false
47.55767526335073, 7.57515106439944;"{""coordinates"": [7.57515106439944, 47.55767526335073], ""type"": ""Point""}";2131;Fussgängerunfall;3 Unfall mit Schwerverletzten;2013;4;5 Freitag;14;Nebenstrasse;true;false;false
47.537280277502994, 7.600970705989715;"{""coordinates"": [7.600970705989715, 47.537280277502994], ""type"": ""Point""}";2135;Parkierunfall;1 Unfall mit Sachschaden;2013;4;5 Freitag;;Nebenstrasse;false;false;false
47.56676230586366, 7.564118212237112;"{""coordinates"": [7.564118212237112, 47.56676230586366], ""type"": ""Point""}";2137;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;4;6 Samstag;0;Nebenstrasse;false;false;false
47.57421672307347, 7.601574805849677;"{""coordinates"": [7.601574805849677, 47.57421672307347], ""type"": ""Point""}";2146;Auffahrunfall;1 Unfall mit Sachschaden;2013;4;1 Montag;7;Nebenstrasse;false;false;false
47.576624566512564, 7.637866670254737;"{""coordinates"": [7.637866670254737, 47.576624566512564], ""type"": ""Point""}";2148;Andere;1 Unfall mit Sachschaden;2013;4;1 Montag;20;Nebenstrasse;false;false;false
47.567175545806194, 7.600942032140189;"{""coordinates"": [7.600942032140189, 47.567175545806194], ""type"": ""Point""}";2150;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;4;2 Dienstag;10;Nebenstrasse;true;false;false
47.5624724072752, 7.624619313430641;"{""coordinates"": [7.624619313430641, 47.5624724072752], ""type"": ""Point""}";2152;Parkierunfall;1 Unfall mit Sachschaden;2013;4;2 Dienstag;17;Nebenstrasse;false;false;false
47.543781803981766, 7.581092841619663;"{""coordinates"": [7.581092841619663, 47.543781803981766], ""type"": ""Point""}";2153;Frontalkollision;1 Unfall mit Sachschaden;2013;4;2 Dienstag;22;Nebenstrasse;false;false;true
47.57746261002875, 7.588798552556072;"{""coordinates"": [7.588798552556072, 47.57746261002875], ""type"": ""Point""}";2155;Parkierunfall;1 Unfall mit Sachschaden;2013;4;2 Dienstag;;Nebenstrasse;false;false;false
47.568943898165216, 7.609611903338791;"{""coordinates"": [7.609611903338791, 47.568943898165216], ""type"": ""Point""}";2157;Parkierunfall;1 Unfall mit Sachschaden;2013;5;3 Mittwoch;;Nebenstrasse;false;false;false
47.567877624631855, 7.6005322133276785;"{""coordinates"": [7.600532213327678, 47.567877624631855], ""type"": ""Point""}";2158;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;5;4 Donnerstag;11;Nebenstrasse;true;false;false
47.567743862847536, 7.606086525752504;"{""coordinates"": [7.606086525752504, 47.567743862847536], ""type"": ""Point""}";2161;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;5;5 Freitag;13;Nebenstrasse;false;false;false
47.54179936207155, 7.591208669287602;"{""coordinates"": [7.591208669287602, 47.54179936207155], ""type"": ""Point""}";2163;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;21;Nebenstrasse;false;false;false
47.551860485304346, 7.586481445222307;"{""coordinates"": [7.586481445222307, 47.551860485304346], ""type"": ""Point""}";2166;Fussgängerunfall;3 Unfall mit Schwerverletzten;2013;5;6 Samstag;18;Nebenstrasse;true;false;false
47.547666621775214, 7.6020251339437355;"{""coordinates"": [7.602025133943735, 47.547666621775214], ""type"": ""Point""}";2172;Parkierunfall;1 Unfall mit Sachschaden;2013;5;2 Dienstag;;Nebenstrasse;false;false;false
47.536599579450275, 7.611500473826941;"{""coordinates"": [7.611500473826941, 47.536599579450275], ""type"": ""Point""}";2179;Auffahrunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;15;Hauptstrasse;false;false;false
47.570185104940066, 7.615582827748265;"{""coordinates"": [7.615582827748265, 47.570185104940066], ""type"": ""Point""}";2181;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;;andere;false;false;false
47.54778182510863, 7.56752746899447;"{""coordinates"": [7.56752746899447, 47.54778182510863], ""type"": ""Point""}";2184;Abbiegeunfall;2 Unfall mit Leichtverletzten;2013;5;6 Samstag;11;Hauptstrasse;false;false;true
47.565140149601234, 7.575063829986124;"{""coordinates"": [7.575063829986124, 47.565140149601234], ""type"": ""Point""}";2187;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;5;7 Sonntag;15;Nebenstrasse;false;false;false
47.541482992643935, 7.599084123852282;"{""coordinates"": [7.599084123852282, 47.541482992643935], ""type"": ""Point""}";2190;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;5;1 Montag;17;Nebenstrasse;false;true;false
47.5665716517538, 7.5953324470763555;"{""coordinates"": [7.595332447076355, 47.5665716517538], ""type"": ""Point""}";2191;Parkierunfall;1 Unfall mit Sachschaden;2013;5;1 Montag;;Nebenstrasse;false;false;false
47.56980712523037, 7.5902388482052725;"{""coordinates"": [7.590238848205273, 47.56980712523037], ""type"": ""Point""}";2194;Parkierunfall;2 Unfall mit Leichtverletzten;2013;5;3 Mittwoch;13;Nebenstrasse;false;true;false
47.56234062770899, 7.610892916414572;"{""coordinates"": [7.610892916414572, 47.56234062770899], ""type"": ""Point""}";2196;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;5;4 Donnerstag;9;Nebenstrasse;false;false;false
47.550778510144355, 7.573911272037086;"{""coordinates"": [7.573911272037086, 47.550778510144355], ""type"": ""Point""}";2199;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;;Nebenstrasse;false;false;false
47.55843330852679, 7.613604030578277;"{""coordinates"": [7.613604030578277, 47.55843330852679], ""type"": ""Point""}";2205;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;5;3 Mittwoch;8;Autobahn;false;false;false
47.54897106652942, 7.565643994937564;"{""coordinates"": [7.565643994937564, 47.54897106652942], ""type"": ""Point""}";2206;Parkierunfall;1 Unfall mit Sachschaden;2013;5;3 Mittwoch;10;Nebenstrasse;false;false;false
47.57624316029792, 7.592862145622376;"{""coordinates"": [7.592862145622376, 47.57624316029792], ""type"": ""Point""}";2208;Parkierunfall;1 Unfall mit Sachschaden;2013;5;4 Donnerstag;6;Nebenstrasse;false;false;false
47.56348067336128, 7.624011593119627;"{""coordinates"": [7.624011593119627, 47.56348067336128], ""type"": ""Point""}";2213;Parkierunfall;1 Unfall mit Sachschaden;2013;5;4 Donnerstag;;Nebenstrasse;false;false;false
47.56073928986602, 7.598597229818859;"{""coordinates"": [7.598597229818859, 47.56073928986602], ""type"": ""Point""}";2214;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;9;Nebenstrasse;false;false;false
47.58569478697861, 7.5933946026286705;"{""coordinates"": [7.59339460262867, 47.58569478697861], ""type"": ""Point""}";2220;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;5;6 Samstag;22;Nebenstrasse;true;false;false
47.56272134108219, 7.631915046969751;"{""coordinates"": [7.631915046969751, 47.56272134108219], ""type"": ""Point""}";2225;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;5;2 Dienstag;10;Hauptstrasse;false;false;false
47.541555162491875, 7.617453686169749;"{""coordinates"": [7.617453686169749, 47.541555162491875], ""type"": ""Point""}";2227;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;5;2 Dienstag;17;Hauptstrasse;false;false;false
47.56376308090407, 7.603682230894508;"{""coordinates"": [7.603682230894508, 47.56376308090407], ""type"": ""Point""}";2228;Abbiegeunfall;2 Unfall mit Leichtverletzten;2013;5;2 Dienstag;19;Nebenstrasse;false;false;true
47.57086185371359, 7.581151774027186;"{""coordinates"": [7.581151774027186, 47.57086185371359], ""type"": ""Point""}";2230;Auffahrunfall;1 Unfall mit Sachschaden;2013;5;3 Mittwoch;19;Nebenstrasse;false;false;false
47.5620524366749, 7.6111577336369365;"{""coordinates"": [7.611157733636936, 47.5620524366749], ""type"": ""Point""}";2235;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2013;5;4 Donnerstag;20;Nebenstrasse;false;false;true
47.552938508438885, 7.564537470823101;"{""coordinates"": [7.564537470823101, 47.552938508438885], ""type"": ""Point""}";2243;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;;Nebenstrasse;false;false;false
47.55686440647789, 7.568519246696665;"{""coordinates"": [7.568519246696665, 47.55686440647789], ""type"": ""Point""}";2244;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;;Nebenstrasse;false;false;false
47.56981653408635, 7.567447707243329;"{""coordinates"": [7.567447707243329, 47.56981653408635], ""type"": ""Point""}";2245;Parkierunfall;1 Unfall mit Sachschaden;2013;5;5 Freitag;;Nebenstrasse;false;false;false
47.57372818563838, 7.638108361581338;"{""coordinates"": [7.638108361581338, 47.57372818563838], ""type"": ""Point""}";2247;Parkierunfall;1 Unfall mit Sachschaden;2013;6;1 Montag;10;Nebenstrasse;false;false;false
47.54051815471251, 7.619216716449153;"{""coordinates"": [7.619216716449153, 47.54051815471251], ""type"": ""Point""}";2249;Fussgängerunfall;3 Unfall mit Schwerverletzten;2013;6;1 Montag;16;andere;true;false;false
47.57194703049973, 7.568356550636443;"{""coordinates"": [7.568356550636443, 47.57194703049973], ""type"": ""Point""}";2251;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;6;1 Montag;23;Nebenstrasse;false;false;false
47.55014780373637, 7.596293869568279;"{""coordinates"": [7.596293869568279, 47.55014780373637], ""type"": ""Point""}";2254;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;6;3 Mittwoch;7;Nebenstrasse;false;true;false
47.58095799959286, 7.648955208397106;"{""coordinates"": [7.648955208397106, 47.58095799959286], ""type"": ""Point""}";2257;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;6;4 Donnerstag;12;Hauptstrasse;false;false;false
47.56086741772229, 7.57567741446364;"{""coordinates"": [7.57567741446364, 47.56086741772229], ""type"": ""Point""}";2267;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;6;6 Samstag;22;Nebenstrasse;false;true;false
47.56438294125752, 7.568710257800048;"{""coordinates"": [7.568710257800048, 47.56438294125752], ""type"": ""Point""}";2268;Parkierunfall;1 Unfall mit Sachschaden;2013;6;6 Samstag;;Nebenstrasse;false;false;false
47.55918780250019, 7.608185547467063;"{""coordinates"": [7.608185547467063, 47.55918780250019], ""type"": ""Point""}";2272;Abbiegeunfall;2 Unfall mit Leichtverletzten;2013;6;1 Montag;8;Nebenstrasse;false;true;false
47.57025855631633, 7.631623421676284;"{""coordinates"": [7.631623421676284, 47.57025855631633], ""type"": ""Point""}";2279;Parkierunfall;1 Unfall mit Sachschaden;2013;6;4 Donnerstag;11;Nebenstrasse;false;false;false
47.5662893717381, 7.59117233942611;"{""coordinates"": [7.59117233942611, 47.5662893717381], ""type"": ""Point""}";2280;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;6;4 Donnerstag;23;Nebenstrasse;true;false;false
47.56330958197462, 7.62414387547115;"{""coordinates"": [7.62414387547115, 47.56330958197462], ""type"": ""Point""}";2281;Parkierunfall;1 Unfall mit Sachschaden;2013;6;4 Donnerstag;;Nebenstrasse;false;false;false
47.54627970693203, 7.575560315162854;"{""coordinates"": [7.575560315162854, 47.54627970693203], ""type"": ""Point""}";2289;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;6;1 Montag;18;Nebenstrasse;false;true;false
47.56431367387442, 7.614619910184127;"{""coordinates"": [7.614619910184127, 47.56431367387442], ""type"": ""Point""}";2291;Parkierunfall;1 Unfall mit Sachschaden;2013;6;2 Dienstag;;Nebenstrasse;false;false;false
47.5867170092876, 7.5888511731045964;"{""coordinates"": [7.588851173104596, 47.5867170092876], ""type"": ""Point""}";2292;Parkierunfall;1 Unfall mit Sachschaden;2013;6;2 Dienstag;;Nebenstrasse;false;false;false
47.56298268299976, 7.581715409104549;"{""coordinates"": [7.581715409104549, 47.56298268299976], ""type"": ""Point""}";2293;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;6;3 Mittwoch;7;Nebenstrasse;false;false;false
47.54069705126033, 7.601592065889171;"{""coordinates"": [7.601592065889171, 47.54069705126033], ""type"": ""Point""}";2294;Parkierunfall;1 Unfall mit Sachschaden;2013;6;3 Mittwoch;11;Nebenstrasse;false;false;false
47.53766656443469, 7.601290630670894;"{""coordinates"": [7.601290630670894, 47.53766656443469], ""type"": ""Point""}";2295;Parkierunfall;3 Unfall mit Schwerverletzten;2013;6;3 Mittwoch;11;Hauptstrasse;false;false;true
47.564854727134836, 7.573016739048706;"{""coordinates"": [7.573016739048706, 47.564854727134836], ""type"": ""Point""}";2303;Einbiegeunfall;2 Unfall mit Leichtverletzten;2013;6;4 Donnerstag;23;Hauptstrasse;false;true;false
47.56453450445462, 7.561641419223648;"{""coordinates"": [7.561641419223648, 47.56453450445462], ""type"": ""Point""}";2307;Parkierunfall;1 Unfall mit Sachschaden;2013;6;6 Samstag;17;Nebenstrasse;false;false;false
47.55283463728813, 7.616614670712312;"{""coordinates"": [7.616614670712312, 47.55283463728813], ""type"": ""Point""}";2308;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;6;6 Samstag;18;Autobahn;false;false;false
47.55939032780457, 7.598526754450246;"{""coordinates"": [7.598526754450246, 47.55939032780457], ""type"": ""Point""}";2310;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;6;7 Sonntag;22;Nebenstrasse;true;false;false
47.568997437531074, 7.615911116264877;"{""coordinates"": [7.615911116264877, 47.568997437531074], ""type"": ""Point""}";2312;Parkierunfall;1 Unfall mit Sachschaden;2013;6;1 Montag;;Nebenstrasse;false;false;false
47.5457755833959, 7.583396166098928;"{""coordinates"": [7.583396166098928, 47.5457755833959], ""type"": ""Point""}";2319;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;6;3 Mittwoch;9;Nebenstrasse;true;true;false
47.542082941667395, 7.600985305921957;"{""coordinates"": [7.600985305921957, 47.542082941667395], ""type"": ""Point""}";2322;Parkierunfall;1 Unfall mit Sachschaden;2013;6;3 Mittwoch;;Nebenstrasse;false;false;false
47.58959325812709, 7.59017540022164;"{""coordinates"": [7.59017540022164, 47.58959325812709], ""type"": ""Point""}";2323;Parkierunfall;1 Unfall mit Sachschaden;2013;6;4 Donnerstag;;andere;false;false;false
47.544047693941074, 7.591294788112428;"{""coordinates"": [7.591294788112428, 47.544047693941074], ""type"": ""Point""}";2328;Fussgängerunfall;2 Unfall mit Leichtverletzten;2013;6;6 Samstag;9;Nebenstrasse;true;false;false
47.579241321712495, 7.603610483887941;"{""coordinates"": [7.603610483887941, 47.579241321712495], ""type"": ""Point""}";2329;Parkierunfall;1 Unfall mit Sachschaden;2013;6;7 Sonntag;17;Nebenstrasse;false;false;false
47.55484647737455, 7.599987845233123;"{""coordinates"": [7.599987845233123, 47.55484647737455], ""type"": ""Point""}";2331;Parkierunfall;1 Unfall mit Sachschaden;2013;7;1 Montag;;Nebenstrasse;false;false;false
47.569258926323045, 7.589918351522033;"{""coordinates"": [7.589918351522033, 47.569258926323045], ""type"": ""Point""}";2332;Parkierunfall;1 Unfall mit Sachschaden;2013;7;2 Dienstag;12;Nebenstrasse;false;false;false
47.58959325812709, 7.59017540022164;"{""coordinates"": [7.59017540022164, 47.58959325812709], ""type"": ""Point""}";2334;Parkierunfall;1 Unfall mit Sachschaden;2013;7;2 Dienstag;;andere;false;false;false
47.55262741181565, 7.584530671491704;"{""coordinates"": [7.584530671491704, 47.55262741181565], ""type"": ""Point""}";2337;Parkierunfall;1 Unfall mit Sachschaden;2013;7;3 Mittwoch;;Nebenstrasse;false;false;false
47.558607146081805, 7.611624909875775;"{""coordinates"": [7.611624909875775, 47.558607146081805], ""type"": ""Point""}";2338;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2013;7;4 Donnerstag;6;andere;false;true;false
47.5651128735709, 7.56740979729019;"{""coordinates"": [7.56740979729019, 47.5651128735709], ""type"": ""Point""}";2340;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;7;4 Donnerstag;14;Nebenstrasse;false;false;true
47.54740677800235, 7.61961197168522;"{""coordinates"": [7.61961197168522, 47.54740677800235], ""type"": ""Point""}";2353;Parkierunfall;1 Unfall mit Sachschaden;2013;7;6 Samstag;;Nebenstrasse;false;false;false
47.56825038966546, 7.597609780558248;"{""coordinates"": [7.597609780558248, 47.56825038966546], ""type"": ""Point""}";2355;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2013;7;7 Sonntag;16;Nebenstrasse;false;true;false
47.54832724426464, 7.592422869722062;"{""coordinates"": [7.592422869722062, 47.54832724426464], ""type"": ""Point""}";2357;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;7;2 Dienstag;11;Nebenstrasse;false;false;false
47.55571540371504, 7.589135985361721;"{""coordinates"": [7.589135985361721, 47.55571540371504], ""type"": ""Point""}";2358;Fussgängerunfall;4 Unfall mit Getöteten;2013;7;2 Dienstag;11;Nebenstrasse;true;true;false
47.570135494094394, 7.600206827295315;"{""coordinates"": [7.600206827295315, 47.570135494094394], ""type"": ""Point""}";2361;Einbiegeunfall;3 Unfall mit Schwerverletzten;2013;7;3 Mittwoch;17;Nebenstrasse;false;true;false
47.550518383996895, 7.573312812278191;"{""coordinates"": [7.573312812278191, 47.550518383996895], ""type"": ""Point""}";2363;Parkierunfall;1 Unfall mit Sachschaden;2013;7;3 Mittwoch;;Nebenstrasse;false;false;false
47.56668683471034, 7.6153984736697335;"{""coordinates"": [7.615398473669734, 47.56668683471034], ""type"": ""Point""}";2366;Parkierunfall;1 Unfall mit Sachschaden;2013;7;4 Donnerstag;16;Nebenstrasse;false;false;false
